"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5X72KR6Y","journalArticle","2010","Issa, Dr Tomayess; Chang, Vanessa; Issa, Dr Theodora","Sustainable Business Strategies and PESTEL Framework","GSTF INTERNATIONAL JOURNAL ON COMPUTING","","","","","This paper aims to provide a brief review of cloud computing, followed by an analysis of cloud computing environment using the PESTEL framework. The future implications and limitations of adopting cloud computing as an effective eco-friendly strategy to reduce carbon footprint are also discussed in the paper. This paper concludes with a recommendation to guide researchers to further examine this phenomenon.","2010","2024-02-18 17:39:04","2024-02-18 17:39:05","","","","1","1","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\DONKAMS\Zotero\storage\DI3WAQ2K\Issa et al. - 2010 - Sustainable Business Strategies and PESTEL Framewo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YCZHXTS","journalArticle","1994","Gietzmann, Miles B.; Selby, Michael J.P.","Assessment of innovative software technology: developing an end-user-initiated interface design strategy","Technology Analysis & Strategic Management","","0953-7325","10.1080/09537329408524187","https://doi.org/10.1080/09537329408524187","Appraisal of the perfomance of innovative products is of major interest to computer sojhare developers, so that they can identify deficiencies and successes with existing products. The identification process facilitates efective evolution of a design strategy. We address the identification issue through questionnaire analysis based on the use of the statistical technique of analysis of variance. A case study domonstrates how the experimental design chosen aids us in the task of planning next generation innovations. Since sojware vendors may have difficulty in interpreting users' perceptions of recent innovations, we show how our methodology aids the required analysis.","1994-01-01","2024-02-18 17:39:10","2024-02-18 17:39:10","2024-02-18 17:39:10","473-485","","4","6","","","Assessment of innovative software technology","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/09537329408524187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKVNQACA","journalArticle","1994","Quintas, Paul","A product-process model of innovation in software development","Journal of Information Technology","","1466-4437","10.1057/jit.1994.2","https://doi.org/10.1057/jit.1994.2","Software is acknowledged to be crucial in enabling the widespread diffusion of information technology (IT), but is inadequately dealt with in analyses of technological change and often misrepresented in accounts of IT phenomena. The tools that are used to analyse conventional innovation processes are found to be inappropriatte for software. The characteristics of software which present conceptual difficulty, and the features which drive change in the software development process are identified. Three lines of technological development in software are discussed: product diffusion, innovation in the organization and management of the development process, and innovation in technical practice. These reflect currently dominant and emergent trends, in particular the shift away from wholly custom-built towards packaged software; concern with process issues, including quality accreditation; and technical developments including CASE (computer aided software engineering) and object orientation. A framework is proposed which supports analysis of the distinctions and interactions between technical practice and organizational aspects of the development process, and also explains the interdependence between product diffusion and process innovation.","1994-03-01","2024-02-18 17:39:15","2024-02-18 17:39:15","2024-02-18 17:39:15","3-17","","1","9","","J Inf Technol","","","","","","","","en","","","","","Springer Link","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9GB2Q4T","book","2022","Pichler, Roman","Strategize: Product Strategy and Product Roadmap Practices for the Digital Age","","978-0-9934992-7-2","","","","Create a winning game plan for your digital products with Strategize: Product Strategy and Product Roadmap Practices for the Digital Age, 2nd edition.Using a wide range of proven techniques and tools, product management expert Roman Pichler explains how to create a winning product strategy and actionable roadmap. Comprehensive and insightful, the book will enable you to make the right strategic decisions in today’s dynamic digital age. If you work as a product manager, Scrum product owner, product portfolio manager, head of product, or product coach, then this book is for you.What you will learn:* Create an inspiring vision for your product.* Develop a product strategy that maximises the chances of launching a winning product.* Successfully adapt the strategy across the product life cycle to achieve sustained product success.* Measure the value your product creates using the right key performance indicators (KPIs).* Build an actionable outcome-based product roadmap that aligns stakeholders and directs the product backlog.* Regularly review the product strategy and roadmap and keep them up-to-date.Written in an engaging and easily accessible style, Strategize offers practical advice and valuable examples so that you can apply the practices directly to your products. This second, revised, and extended edition offers new concepts, more tools, and additional tips and examples.Praise for Strategize:&quot;Strategize offers a comprehensive approach to product strategy using the latest practices geared specifically to digital products. Not just theory, the book is chock-full of real-world examples, making it easier to apply the principles to your company and products. Strategize is essential reading for everyone in charge of products: product executives, product managers, and product owners.&quot; Steve Johnson, Founder at Under10 Consulting.&quot;Whether you are new to product management or an experienced practitioner, Strategize is a must read. You are guaranteed to get new ideas about how to develop or improve your product strategy and how to execute it successfully. It’s an essential addition to every product manager’s reading list.&quot; Marc Abraham, Senior Group Product Manager at Intercom.","2022-09-07","2024-02-18 17:39:20","2024-02-18 17:39:20","","","227","","","","","Strategize","","","","","Pichler Consulting","","en","","","","","Google Books","","Google-Books-ID: D72HEAAAQBAJ","","","https://books.google.com.ng/books?id=D72HEAAAQBAJ","","Business & Economics / E-Commerce / General; Business & Economics / Entrepreneurship; Business & Economics / General; Political Science / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7XDPIXU","book","2017","Burgers, Brian Tjemkes, Pepijn Vos, Koen","Strategic Alliance Management","","978-1-315-54367-3","","","","Strategic alliances – partnerships between separate organizations to share resources collaboratively toward mutually beneficial goals – are an important management instrument, but one that is difficult for firms to manage. Among many desirable outcomes, alliances can reduce costs, provide access to new technology, and improve research and development endeavours, though collaborative arrangements come with risks, peril, and adversities. This renewed and re-worked text connects theory to practice to help understand this important business practice. Strategic Alliance Management presents an academically grounded alliance development framework, detailing eight stages of alliance development with consideration for specific management challenges. For each stage, readers are presented with state-of-the-art theoretical insights, evidence-based managerial guidelines and a business case illustration. Additional chapters detail on contemporary alliance management challenges, including co-opetition and business eco-systems. Other chapters highlight the role of alliance professionals, alliance capabilities and paradoxical challenges in alliance relationships. This second edition retains a blend of academic knowledge and practical examples, while updating case examples and adding five new chapters on emerging alliance topics. This book remains vital reading for business students and professionals interested in strategic management.","2017-09-29","2024-02-18 17:39:25","2024-02-18 17:39:25","","","440","","","","","","","","","","Routledge","London","","","","","","","","DOI: 10.4324/9781315543673","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAAB9EUN","journalArticle","2014","Zamir, Zainab; Sahar, Arooj; Zafar, Fareeha","Strategic Alliances; A Comparative Analysis of Successful Alliances in Large and Medium Scale Enterprises around the World","","","","","","In the fast growing competition of constantly developing markets and changing consumer preferences, some manufacturing companies are more successful than others to achieve its goals profitably. As competition is becoming more severe and alternatives are being introduced rapidly, firms struggle for the right of market share and to gain competitive advantage over their rivals to brighten their future and one way to do that is forming a strategic alliance by developing a relation between two or more independent firms that agree to share resources to achieve some common objectives.","2014","2024-02-18 17:39:36","2024-02-18 17:39:36","","","","","3","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\DONKAMS\Zotero\storage\NHT9VMZE\Zamir et al. - 2014 - Strategic Alliances; A Comparative Analysis of Suc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVYFB675","conferencePaper","2019","Amershi, Saleema; Begel, Andrew; Bird, Christian; DeLine, Robert; Gall, Harald; Kamar, Ece; Nagappan, Nachiappan; Nushi, Besmira; Zimmermann, Thomas","Software Engineering for Machine Learning: A Case Study","2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP)","","","10.1109/ICSE-SEIP.2019.00042","https://ieeexplore.ieee.org/abstract/document/8804457","Recent advances in machine learning have stimulated widespread interest within the Information Technology sector on integrating AI capabilities into software and services. This goal has forced organizations to evolve their development processes. We report on a study that we conducted on observing software teams at Microsoft as they develop AI-based applications. We consider a nine-stage workflow process informed by prior experiences developing AI applications (e.g., search and NLP) and data science tools (e.g. application diagnostics and bug reporting). We found that various Microsoft teams have united this workflow into preexisting, well-evolved, Agile-like software engineering processes, providing insights about several essential engineering challenges that organizations may face in creating large-scale AI solutions for the marketplace. We collected some best practices from Microsoft teams to address these challenges. In addition, we have identified three aspects of the AI domain that make it fundamentally different from prior software application domains: 1) discovering, managing, and versioning the data needed for machine learning applications is much more complex and difficult than other types of software engineering, 2) model customization and model reuse require very different skills than are typically found in software teams, and 3) AI components are more difficult to handle as distinct modules than traditional software components - models may be ""entangled"" in complex ways and experience non-monotonic error behavior. We believe that the lessons learned by Microsoft teams will be valuable to other organizations.","2019-05","2024-02-18 17:39:37","2024-02-18 17:39:37","2024-02-18 17:39:37","291-300","","","","","","Software Engineering for Machine Learning","","","","","","","","","","","","IEEE Xplore","","","","","","","artifical intelligence; Buildings; data; Data models; machine learning; Machine learning; Organizations; process; Software; software engineering; Software engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019 IEEE/ACM 41st International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP)","","","","","","","","","","","","","","",""
"3X82SEXT","webpage","","","AI | Free Full-Text | Implementation of Artificial Intelligence (AI): A Roadmap for Business Model Innovation","","","","","https://www.mdpi.com/2673-2688/1/2/11","","","2024-02-18 17:42:30","2024-02-18 17:42:30","2024-02-18 17:42:30","","","","","","","","","","","","","","","","","","","","","","","C:\Users\DONKAMS\Zotero\storage\TZATAT2J\11.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SISV5FL2","webpage","","","Developing, implementing and governing artificial intelligence in medicine: a step-by-step approach to prevent an artificial intelligence winter - PMC","","","","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8860016/","","","2024-02-18 17:42:49","2024-02-18 17:42:49","2024-02-18 17:42:49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8HHSZ6S","webpage","","","Developing, implementing and governing artificial intelligence in medicine: a step-by-step approach to prevent an artificial intelligence winter - PMC","","","","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8860016/","","","2024-02-18 17:43:27","2024-02-18 17:43:27","2024-02-18 17:43:27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35XXGIGX","bookSection","2001","Kölmel, B.; Eisenbiegler, J.","Impact of Configuration Management","Managing the Change: Software Configuration and Change Management: Software Best Practice 2","978-3-642-56614-1","","","https://doi.org/10.1007/978-3-642-56614-1_7","“Software Configuration Management is the backbone of the software development process, and when implemented correctly, helps ensure software quality and process improvement” [STSC94].","2001","2024-02-18 17:43:41","2024-02-18 17:43:41","2024-02-18 17:43:41","66-76","","","","","","","","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","DOI: 10.1007/978-3-642-56614-1_7","","","","","Change Request; Configuration Management; Pilot Project; Process Definition; Strategic Goal","Haug, Michael; Olsen, Eric W.; Cuevas, Gonzalo; Rementeria, Santiago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KMH52F9N","webpage","","","Configuration Management Best Practices: Practical Methods That Work in the Real World - ProQuest","","","","","https://www.proquest.com/openview/afa70d261b33b1dc06d62acc24ee8c04/1?pq-origsite=gscholar&cbl=25782","Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.","","2024-02-18 17:44:04","2024-02-18 17:44:04","2024-02-18 17:44:04","","","","","","","Configuration Management Best Practices","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ATM4GB4","webpage","","","https://www.emerald.com/insight/content/doi/10.1108/13563280210416035/full/html?viewType=Print&viewClass=Print&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Corporate_Communications%253A_An_International_Journal_TrendMD_0&WT.mc_id=Emerald_TrendMD_0","","","","","https://www.emerald.com/insight/content/doi/10.1108/13563280210416035/full/html?viewType=Print&viewClass=Print&utm_source=TrendMD&utm_medium=cpc&utm_campaign=Corporate_Communications%253A_An_International_Journal_TrendMD_0&WT.mc_id=Emerald_TrendMD_0","","","2024-02-18 17:44:16","2024-02-18 17:44:16","2024-02-18 17:44:16","","","","","","","","","","","","","","","","","","","","","","","C:\Users\DONKAMS\Zotero\storage\DPPRR4HQ\html.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LMS7BG66","webpage","","","https://www.emerald.com/insight/content/doi/10.1108/13632540210807008/full/html","","","","","https://www.emerald.com/insight/content/doi/10.1108/13632540210807008/full/html","","","2024-02-18 17:44:27","2024-02-18 17:44:27","2024-02-18 17:44:27","","","","","","","","","","","","","","","","","","","","","","","C:\Users\DONKAMS\Zotero\storage\JFDRGZP9\html.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
